Status,Neutral,Warehouse,Guid,Code,Type,Area,SubNode,name,Latitude,Longitude,Level,Node
active,1,02,26c30882-a978-494a-b856-2c28e996ea0c,bd-roomI-226,bin,roomII,null,node225,27,6,1,root
active,1,02,f16a66e8-28e5-4b72-8248-9fedfeb63acf,bd-roomI-227,bin,roomII,null,node226,28,6,1,root
active,1,02,eff88d58-c96a-4657-b9a1-6761f8612389,bd-roomI-228,bin,roomII,null,node227,29,6,1,root
active,1,02,4a40960d-b4c0-4b7f-ac6e-23289567fa65,bd-roomI-229,bin,roomII,null,node228,30,6,1,root
active,1,02,39996211-8fa1-45d2-b31d-bda633a77c5b,bd-roomI-230,bin,roomII,null,node229,31,6,1,root
active,1,02,6b0b8b67-9cfe-45a5-87e4-3937799876dd,bd-roomI-231,path,roomII,null,node230,32,6,1,root
active,1,02,1b522bd7-0437-4992-b2e5-bfd5a235fa9a,bd-roomI-232,path,roomII,null,node231,0,7,1,root
active,1,02,22a3cc3d-416c-4b01-bd2d-1b733cf5b79e,bd-roomI-233,path,roomII,null,node232,1,7,1,root
active,1,02,b677f3f4-fdec-4d94-af7b-301e3821879a,bd-roomI-234,path,roomII,null,node233,2,7,1,root
active,1,02,a5e58fa4-d4ce-4b7b-a930-bdb80ec8cea9,bd-roomI-235,path,roomII,null,node234,3,7,1,root
active,1,02,f1bc6524-f724-4c85-b6fe-191cbc0e0629,bd-roomI-236,path,roomII,null,node235,4,7,1,root
active,1,02,e62e8aeb-222d-47ac-8d48-ad50d0272de6,bd-roomI-237,path,roomII,null,node236,5,7,1,root
active,1,02,d28eb415-f599-42d5-8b38-0309ea55b239,bd-roomI-238,path,roomII,null,node237,6,7,1,root
active,1,02,014410f4-bc41-429f-bd08-be5a58725169,bd-roomI-239,path,roomII,null,node238,7,7,1,root
active,1,02,ec1ca678-5e8c-40c1-bf01-2bf8eb976c0b,bd-roomI-240,path,roomII,null,node239,8,7,1,root
active,1,02,07f66ff8-3d39-4b30-874a-80784b7b2424,bd-roomI-241,path,roomII,null,node240,9,7,1,root
active,1,02,132b315d-89b9-411d-b2f6-e6cc9cda74db,bd-roomI-242,path,roomII,null,node241,10,7,1,root
active,1,02,2a88f5f2-730f-49b3-ad85-542c7df40c40,bd-roomI-243,path,roomII,null,node242,11,7,1,root
active,1,02,3f7cab78-95a3-4af4-9be3-543774ad509e,bd-roomI-244,path,roomII,null,node243,12,7,1,root
active,1,02,e352161e-39a9-47e1-8cb0-e20612b1f7ad,bd-roomI-245,path,roomII,null,node244,13,7,1,root
active,1,02,f1402cc2-ebac-4210-812a-6b6f9798e7a1,bd-roomI-246,path,roomII,null,node245,14,7,1,root
active,1,02,fe810523-cbcf-4520-a6a0-62507db9219f,bd-roomI-247,path,roomII,null,node246,15,7,1,root
active,1,02,2eb9985d-1f51-4f34-b23d-c0ed0aeb56e1,bd-roomI-248,path,roomII,null,node247,16,7,1,root
active,1,02,b442fe21-63d6-4c83-84e6-e5b738c7fa74,bd-roomI-249,path,roomII,null,node248,17,7,1,root
active,1,02,3dfb6da1-90e1-475e-96de-5f39f8f68f2b,bd-roomI-250,path,roomII,null,node249,18,7,1,root
active,1,02,3ae7fe4b-34c1-4093-9fc6-587871ce8e64,bd-roomI-251,path,roomII,null,node250,19,7,1,root
active,1,02,0777033a-b99f-4e89-9a9b-b45c7f0d5308,bd-roomI-252,path,roomII,null,node251,20,7,1,root
active,1,02,3e561d39-14bd-41de-85b1-93b7d1e8406b,bd-roomI-253,path,roomII,null,node252,21,7,1,root
active,1,02,e7c6472e-108f-4b47-92cd-67410414f096,bd-roomI-254,path,roomII,null,node253,22,7,1,root
active,1,02,0ea5eee9-4dc0-4770-a356-8570d2d5b075,bd-roomI-255,path,roomII,null,node254,23,7,1,root
active,1,02,6cc031ef-fe58-444c-9225-18f70b966dc3,bd-roomI-256,path,roomII,null,node255,24,7,1,root
active,1,02,f616e6b8-0bdc-40d0-a72a-1d2272379e4d,bd-roomI-257,path,roomII,null,node256,25,7,1,root
active,1,02,557473b1-9b1d-47af-ad6a-2350defa490e,bd-roomI-258,path,roomII,null,node257,26,7,1,root
active,1,02,b73ef005-a08b-49e8-a599-f08a9cdfbada,bd-roomI-259,path,roomII,null,node258,27,7,1,root
active,1,02,d369c6d2-c797-4412-ae5a-38f79ff1fd0e,bd-roomI-260,path,roomII,null,node259,28,7,1,root
active,1,02,f98388bf-e6eb-4088-b699-eb3fdbe2ab54,bd-roomI-261,path,roomII,null,node260,29,7,1,root
active,1,02,93fd56d8-70d6-4d79-b0c2-6cbe78595fc4,bd-roomI-262,path,roomII,null,node261,30,7,1,root
active,1,02,53a4cf1f-1bf5-4fc8-9d20-8c65fab34be3,bd-roomI-263,path,roomII,null,node262,31,7,1,root
active,1,02,620cca2b-fc97-461e-bae4-1d9ba0c61ce2,bd-roomI-264,path,roomII,null,node263,32,7,1,root
active,1,02,515ab9d1-1d81-44dd-b2cc-3dbed1459425,bd-roomI-265,path,roomII,null,node264,0,8,1,root
active,1,02,4a421188-0a59-4f4d-b9ec-13b700456921,bd-roomI-266,bin,roomII,null,node265,1,8,1,root
active,1,02,3f339720-ddae-4aeb-9111-b97388e37348,bd-roomI-267,bin,roomII,null,node266,2,8,1,root
active,1,02,ca4288c9-a5b0-40af-ba90-ba8c4c55da61,bd-roomI-268,bin,roomII,null,node267,3,8,1,root
active,1,02,670000ee-083a-4f8f-a425-14ff3e36eb9e,bd-roomI-269,bin,roomII,null,node268,4,8,1,root
active,1,02,c136b6ea-7f4f-423a-9cdc-01d7411e9545,bd-roomI-270,bin,roomII,null,node269,5,8,1,root
active,1,02,27a4a8f5-3dc8-450f-b0aa-d5588c08792b,bd-roomI-271,bin,roomII,null,node270,6,8,1,root
active,1,02,ec738c3d-0178-4e54-9761-28223bec4c52,bd-roomI-272,bin,roomII,null,node271,7,8,1,root
active,1,02,d08d0e27-ed54-4780-b09a-ac34c8f4beef,bd-roomI-273,bin,roomII,null,node272,8,8,1,root
active,1,02,196e986d-f5da-4c50-8f59-cad161432a36,bd-roomI-274,bin,roomII,null,node273,9,8,1,root
active,1,02,d9341e85-694e-44a0-9d61-b1f6e943c762,bd-roomI-275,bin,roomII,null,node274,10,8,1,root
active,1,02,6f109cbe-ce63-470b-9888-ee30920d11ad,bd-roomI-276,bin,roomII,null,node275,11,8,1,root
active,1,02,46565cf5-71a1-4f30-93cb-464f9c9db515,bd-roomI-277,bin,roomII,null,node276,12,8,1,root
active,1,02,4685a453-820f-4d30-b166-c77587ef9101,bd-roomI-278,bin,roomII,null,node277,13,8,1,root
active,1,02,25755fe1-826b-4d09-b97f-a17c7f0214c5,bd-roomI-279,bin,roomII,null,node278,14,8,1,root
active,1,02,ea52bf4b-cc09-4fa6-8f5a-545cb3c7fb31,bd-roomI-280,bin,roomII,null,node279,15,8,1,root
active,1,02,a6454c41-bf6d-4b73-b96e-db433045fc1a,bd-roomI-281,bin,roomII,null,node280,16,8,1,root
active,1,02,b7deb084-8056-4b06-82ab-0dbaf2882c8c,bd-roomI-282,path,roomII,null,node281,17,8,1,root
active,1,02,0f6a37f7-75ad-4622-9992-12272f291a4f,bd-roomI-283,bin,roomII,null,node282,18,8,1,root
active,1,02,f063bab0-c83e-4478-84c3-a684595dded8,bd-roomI-284,bin,roomII,null,node283,19,8,1,root
active,1,02,5d74cd11-934b-4a8d-9fb2-238f92160ff9,bd-roomI-285,bin,roomII,null,node284,20,8,1,root
active,1,02,3e1d6b28-5997-4c75-b3b5-cf0d32a7c37d,bd-roomI-286,bin,roomII,null,node285,21,8,1,root
active,1,02,94d5e977-c4f3-41aa-b466-ae8f576d649e,bd-roomI-287,bin,roomII,null,node286,22,8,1,root
active,1,02,8d968158-38e9-4b1e-b032-182a32c0c9ab,bd-roomI-288,bin,roomII,null,node287,23,8,1,root
active,1,02,78c6c333-dd47-457f-8171-0060f1e1ebab,bd-roomI-289,bin,roomII,null,node288,24,8,1,root
active,1,02,12fe8708-e36e-466d-b4b3-b176bc212b0c,bd-roomI-290,bin,roomII,null,node289,25,8,1,root
active,1,02,dd9e92e2-9ef3-4f6e-9a8c-8976f4e39ba8,bd-roomI-291,bin,roomII,null,node290,26,8,1,root
active,1,02,34ea8cda-8a5f-4040-9ccd-8af9e738b76c,bd-roomI-292,bin,roomII,null,node291,27,8,1,root
active,1,02,75fdcd15-7e50-4d3a-9e3f-c7fa34b2c1ff,bd-roomI-293,bin,roomII,null,node292,28,8,1,root
active,1,02,9dc971cb-c643-4088-8b4c-d40ee872e301,bd-roomI-294,bin,roomII,null,node293,29,8,1,root
active,1,02,f5806e86-acef-4a01-8a62-b56be8ef9cc2,bd-roomI-295,bin,roomII,null,node294,30,8,1,root
active,1,02,31956bbc-de0b-47ef-a965-2f7577aa2944,bd-roomI-296,bin,roomII,null,node295,31,8,1,root
active,1,02,96bd0745-3ff9-41e2-a377-0bf6649d1a5b,bd-roomI-297,path,roomII,null,node296,32,8,1,root
active,1,02,3419ed6a-0adb-49d6-a152-ef954369d0e5,bd-roomI-298,path,roomII,null,node297,0,9,1,root
active,1,02,fc7477e2-c928-41ca-8e2a-7315dd1eb921,bd-roomI-299,bin,roomII,null,node298,1,9,1,root
active,1,02,18136fd8-c08b-4eb0-8723-ae1b63137b17,bd-roomI-300,bin,roomII,null,node299,2,9,1,root
active,1,02,c886d67c-22e7-4819-a543-78799570d3dd,bd-roomI-301,bin,roomII,null,node300,3,9,1,root
active,1,02,0ae9c217-ad2f-41be-990b-ca9bfa458349,bd-roomI-302,bin,roomII,null,node301,4,9,1,root
active,1,02,afbcfa7d-e0c2-4108-a1fa-9ad9a71b79b5,bd-roomI-303,bin,roomII,null,node302,5,9,1,root
active,1,02,46a45e6b-3120-4535-b836-b4ce890ba938,bd-roomI-304,bin,roomII,null,node303,6,9,1,root
active,1,02,6469dc46-6f1d-4432-ba8b-e2158e64bd28,bd-roomI-305,bin,roomII,null,node304,7,9,1,root
active,1,02,7b614f66-9653-4ccd-b75a-c99bfb806120,bd-roomI-306,bin,roomII,null,node305,8,9,1,root
active,1,02,90b08a57-c611-4e17-80b3-0ef3c5caaa44,bd-roomI-307,bin,roomII,null,node306,9,9,1,root
active,1,02,8cdb618a-25db-4898-82cf-5dd8782b2caf,bd-roomI-308,bin,roomII,null,node307,10,9,1,root
active,1,02,d82d6481-4287-4baf-8049-b0d108e6be10,bd-roomI-309,bin,roomII,null,node308,11,9,1,root
active,1,02,31a9a75b-8fbc-426c-b958-8fcafaa3e89c,bd-roomI-310,bin,roomII,null,node309,12,9,1,root
active,1,02,0aacebf7-c727-4dfa-a0ef-26d3f2a8d837,bd-roomI-311,bin,roomII,null,node310,13,9,1,root
active,1,02,3436f23d-3c11-4cc0-916b-c6dbf00dd204,bd-roomI-312,bin,roomII,null,node311,14,9,1,root
active,1,02,1b1a9e9d-0e8c-451e-afff-a64bf86b729c,bd-roomI-313,bin,roomII,null,node312,15,9,1,root
active,1,02,e31cac5e-cdf3-4a45-85e8-908eb67fd78b,bd-roomI-314,bin,roomII,null,node313,16,9,1,root
active,1,02,434f2cf7-1dfc-449d-9f1b-7c0a198d98e7,bd-roomI-315,path,roomII,null,node314,17,9,1,root
active,1,02,ed835cae-c957-4a80-8ca5-2218cf3b0cf0,bd-roomI-316,bin,roomII,null,node315,18,9,1,root
active,1,02,3a6b7de3-6e9f-46d4-a1e4-bde90798ae72,bd-roomI-317,bin,roomII,null,node316,19,9,1,root
active,1,02,ab912e29-9aee-41f7-9c93-af893fd7c665,bd-roomI-318,bin,roomII,null,node317,20,9,1,root
active,1,02,5bc7d2c3-dc93-4601-b190-1832f54361f2,bd-roomI-319,bin,roomII,null,node318,21,9,1,root
active,1,02,c6f0981c-bac2-41be-a324-ce5ebb229805,bd-roomI-320,bin,roomII,null,node319,22,9,1,root
active,1,02,548ade0b-305c-401c-a286-2eb3e27d30ba,bd-roomI-321,bin,roomII,null,node320,23,9,1,root
active,1,02,4b41524e-4996-4529-9416-41ba878b1761,bd-roomI-322,bin,roomII,null,node321,24,9,1,root
active,1,02,691603b1-d6c2-4f85-86a1-8bac841967b7,bd-roomI-323,bin,roomII,null,node322,25,9,1,root
active,1,02,b7b7427c-471b-43ab-abeb-4bbb75bd585c,bd-roomI-324,bin,roomII,null,node323,26,9,1,root
active,1,02,8a5c37d2-ef5f-48c7-be6d-d1b40c1f51cf,bd-roomI-325,bin,roomII,null,node324,27,9,1,root
active,1,02,271a9ec5-bc9e-4ba5-84f0-fc34f05e94f3,bd-roomI-326,bin,roomII,null,node325,28,9,1,root
active,1,02,a6396a6b-ef0f-4073-b4f1-4ae6e269a71e,bd-roomI-327,bin,roomII,null,node326,29,9,1,root
active,1,02,ebaf17fa-a92f-4378-bcd6-0a1dc37690ed,bd-roomI-328,bin,roomII,null,node327,30,9,1,root
active,1,02,b04c1e53-bbcf-4270-a4fe-2a3190041a1c,bd-roomI-329,bin,roomII,null,node328,31,9,1,root
active,1,02,c24a60e7-fc2d-4371-a570-d28320e2d3ee,bd-roomI-330,path,roomII,null,node329,32,9,1,root
active,1,02,5b4c8ddc-f322-4ab5-8101-f09f041904ad,bd-roomI-331,path,roomII,null,node330,0,10,1,root
active,1,02,7d839852-d8fe-4717-a9ae-74c42b0943b4,bd-roomI-332,path,roomII,null,node331,1,10,1,root
active,1,02,b448c047-920e-41eb-ab53-58d4e63dc989,bd-roomI-333,path,roomII,null,node332,2,10,1,root
active,1,02,fb20d3e3-eef2-4276-bf75-72a386d04bee,bd-roomI-334,path,roomII,null,node333,3,10,1,root
active,1,02,f4427eb6-b4c0-43d5-a297-c041d8a12390,bd-roomI-335,path,roomII,null,node334,4,10,1,root
active,1,02,670c17cd-bb90-45fd-b851-255aeab506df,bd-roomI-336,path,roomII,null,node335,5,10,1,root
active,1,02,81ee47e1-91e4-418d-a7e0-a1f283432088,bd-roomI-337,path,roomII,null,node336,6,10,1,root
active,1,02,5f5ca141-3ad9-40f7-ab7e-3429d843cc13,bd-roomI-338,path,roomII,null,node337,7,10,1,root
active,1,02,ceddc218-6fb9-4fa3-921d-7a29ab95bc09,bd-roomI-339,path,roomII,null,node338,8,10,1,root
active,1,02,c387f7c8-fc96-406d-9974-88d62a2088bf,bd-roomI-340,path,roomII,null,node339,9,10,1,root
active,1,02,ea44313d-65e4-4e09-9d74-0d2f3e26e06f,bd-roomI-341,path,roomII,null,node340,10,10,1,root
active,1,02,8f6e3cf3-4ee6-4e2c-8d68-f3b6f1c8ad1b,bd-roomI-342,path,roomII,null,node341,11,10,1,root
active,1,02,e1e5a019-133a-4f2a-814b-2321a0c87cad,bd-roomI-343,path,roomII,null,node342,12,10,1,root
active,1,02,7615a002-6c56-4ed4-861b-8c9022cb5ff5,bd-roomI-344,path,roomII,null,node343,13,10,1,root
active,1,02,f4bdf436-697e-41fa-a0c6-93b9aba6fe04,bd-roomI-345,path,roomII,null,node344,14,10,1,root
active,1,02,3712a0a2-6696-412d-8151-f3fee17b517c,bd-roomI-346,path,roomII,null,node345,15,10,1,root
active,1,02,6609c367-4b4b-4b49-8dac-840a81fea613,bd-roomI-347,path,roomII,null,node346,16,10,1,root
active,1,02,8c5db909-50af-48bb-ad7c-3873d9935aa1,bd-roomI-348,path,roomII,null,node347,17,10,1,root
active,1,02,ebee0c96-062b-4f4a-a492-7a723a224c4b,bd-roomI-349,path,roomII,null,node348,18,10,1,root
active,1,02,38c0967c-9df8-4d6a-891d-87d3ec55c96e,bd-roomI-350,path,roomII,null,node349,19,10,1,root
active,1,02,0d8f2911-7fb9-4eb3-af24-14c7bb381071,bd-roomI-351,path,roomII,null,node350,20,10,1,root
active,1,02,bc48f971-b60f-46b9-8096-5f696f8a1c7c,bd-roomI-352,path,roomII,null,node351,21,10,1,root
active,1,02,2ff534bf-ebe8-409b-bad5-1a4499979cf9,bd-roomI-353,path,roomII,null,node352,22,10,1,root
active,1,02,a084c3b9-d12d-41f8-a25a-f7c5d98eabce,bd-roomI-354,path,roomII,null,node353,23,10,1,root
active,1,02,058ff845-1385-4f08-9642-14f511d7c9c0,bd-roomI-355,path,roomII,null,node354,24,10,1,root
active,1,02,378e227f-5a17-4d86-9874-eb9fbde495aa,bd-roomI-356,path,roomII,null,node355,25,10,1,root
active,1,02,9d253c23-f34e-4897-b877-7da5d149b47b,bd-roomI-357,path,roomII,null,node356,26,10,1,root
active,1,02,e953b585-5ec2-4f15-8074-9d1e0c9fbe7f,bd-roomI-358,path,roomII,null,node357,27,10,1,root
active,1,02,ee6c372c-5221-4cfc-bf5c-2ad1ab2b366b,bd-roomI-359,path,roomII,null,node358,28,10,1,root
active,1,02,35efd6bd-193d-4ce2-bef1-56fb97eaff56,bd-roomI-360,path,roomII,null,node359,29,10,1,root
active,1,02,dc258765-8ea4-4144-b85b-bf179d0e1b9f,bd-roomI-361,path,roomII,null,node360,30,10,1,root
active,1,02,1a72757a-ba36-4b43-9c5e-3895ebd9558b,bd-roomI-362,path,roomII,null,node361,31,10,1,root
active,1,02,ce964d16-c6b7-460b-b707-5ebf83dd0ac9,bd-roomI-363,path,roomII,null,node362,32,10,1,root
active,1,02,7093945c-5ffb-4e78-99d6-3d6e3c79dca1,bd-roomI-364,path,roomII,null,node363,0,11,1,root
active,1,02,d5f52eff-e383-4e40-b5ac-d02f665ffefa,bd-roomI-365,bin,roomII,null,node364,1,11,1,root
active,1,02,72ae5615-572b-47db-b1ce-4e5b2515004c,bd-roomI-366,bin,roomII,null,node365,2,11,1,root
active,1,02,ba2e3e94-50e8-40c8-bcd3-7bbc0fc4f2fc,bd-roomI-367,bin,roomII,null,node366,3,11,1,root
active,1,02,4e1c8c6d-7988-466e-ba17-28a56cec5d09,bd-roomI-368,bin,roomII,null,node367,4,11,1,root
active,1,02,c004c19c-e027-4875-9292-8f601b3d45f1,bd-roomI-369,bin,roomII,null,node368,5,11,1,root
active,1,02,70fdbfcc-93ae-4404-8469-98e299f04ee7,bd-roomI-370,bin,roomII,null,node369,6,11,1,root
active,1,02,337e31b7-6d2f-4dda-b980-46d50417bbc5,bd-roomI-371,bin,roomII,null,node370,7,11,1,root
active,1,02,e9c2e111-5891-4001-a98b-6c6312be5e32,bd-roomI-372,bin,roomII,null,node371,8,11,1,root
active,1,02,928e957b-1b04-4663-a8ef-23b574a1d009,bd-roomI-373,bin,roomII,null,node372,9,11,1,root
active,1,02,50e08352-30ad-4a58-a728-0f9d46f2f965,bd-roomI-374,bin,roomII,null,node373,10,11,1,root
active,1,02,df3aeb69-d3cf-41b2-b9fb-a174145282a4,bd-roomI-375,bin,roomII,null,node374,11,11,1,root
active,1,02,4217e09c-d2a2-442a-aeef-544ec52812e7,bd-roomI-376,bin,roomII,null,node375,12,11,1,root
active,1,02,1158803f-a269-4c79-9b06-0e030b6919a8,bd-roomI-377,bin,roomII,null,node376,13,11,1,root
active,1,02,04f404a8-b01d-4e9a-8a0c-8753e3312c36,bd-roomI-378,bin,roomII,null,node377,14,11,1,root
active,1,02,06f4ddad-7d3b-4026-9c49-4abb5b3967c5,bd-roomI-379,bin,roomII,null,node378,15,11,1,root
active,1,02,3ff4e3f4-6b29-48dc-91c9-45bd14c97a21,bd-roomI-380,bin,roomII,null,node379,16,11,1,root
active,1,02,a4c32e32-d22c-4a0e-baab-14a01e78daa1,bd-roomI-381,path,roomII,null,node380,17,11,1,root
active,1,02,30618ded-642e-4703-921d-b968c22e9db3,bd-roomI-382,bin,roomII,null,node381,18,11,1,root
active,1,02,d36623b4-d3d7-45f9-9604-697b37639b2b,bd-roomI-383,bin,roomII,null,node382,19,11,1,root
active,1,02,aad3e990-1d09-4cc5-bdf5-2a8e5eaa874a,bd-roomI-384,bin,roomII,null,node383,20,11,1,root
active,1,02,5d7f4ec5-ac37-427b-bbb9-b575b4778ebc,bd-roomI-385,bin,roomII,null,node384,21,11,1,root
active,1,02,ec9c737c-6b63-40f0-b2fb-0e2b903349cd,bd-roomI-386,bin,roomII,null,node385,22,11,1,root
active,1,02,44f63adc-e18f-4ec7-b0e9-2480858b3df4,bd-roomI-387,bin,roomII,null,node386,23,11,1,root
active,1,02,00906e14-f418-405d-aefd-7328fb423e11,bd-roomI-388,bin,roomII,null,node387,24,11,1,root
active,1,02,343f9447-1741-4904-8c16-8a2d6d7d0bdf,bd-roomI-389,bin,roomII,null,node388,25,11,1,root
active,1,02,a9e8fa96-40bb-4bb9-9b59-815488ce0610,bd-roomI-390,bin,roomII,null,node389,26,11,1,root
active,1,02,0334a499-f252-47a4-bc89-bcb57030351f,bd-roomI-391,bin,roomII,null,node390,27,11,1,root
active,1,02,77fcff36-16c5-4188-bbdc-0aa47b653626,bd-roomI-392,bin,roomII,null,node391,28,11,1,root
active,1,02,c0ed0050-54f2-4e96-a469-d522f7c52f12,bd-roomI-393,bin,roomII,null,node392,29,11,1,root
active,1,02,0d8c7c5e-f575-40e3-8bbc-4e26a5ce07a5,bd-roomI-394,bin,roomII,null,node393,30,11,1,root
active,1,02,e504a069-b12b-49e9-bd33-8540ebe232c9,bd-roomI-395,bin,roomII,null,node394,31,11,1,root
active,1,02,59fbfc24-a81d-49e4-97f6-745b863624f2,bd-roomI-396,path,roomII,null,node395,32,11,1,root
active,1,02,e3b13a1f-32a6-4ce0-a84a-0a9ebbf1380c,bd-roomI-397,path,roomII,null,node396,0,12,1,root
active,1,02,119756f3-2ab9-46ba-9773-b19611492e5b,bd-roomI-398,bin,roomII,null,node397,1,12,1,root
active,1,02,68824451-be3c-4f43-8e12-939c2afa34fb,bd-roomI-399,bin,roomII,null,node398,2,12,1,root
active,1,02,385c7218-eac4-44f8-8218-fb4646a10c0f,bd-roomI-400,bin,roomII,null,node399,3,12,1,root
active,1,02,db953569-825a-459c-9c87-dcd46198d576,bd-roomI-401,bin,roomII,null,node400,4,12,1,root
active,1,02,7c9a8fce-3407-4abf-9d1c-ddad67cb62bf,bd-roomI-402,bin,roomII,null,node401,5,12,1,root
active,1,02,7f3b9309-8ef1-4a13-8350-c4abc5d2869a,bd-roomI-403,bin,roomII,null,node402,6,12,1,root
active,1,02,66b6f314-cab1-468a-95d0-195f54cc9129,bd-roomI-404,bin,roomII,null,node403,7,12,1,root
active,1,02,8ddb379f-0474-48c9-bfc2-c1d57fb96881,bd-roomI-405,bin,roomII,null,node404,8,12,1,root
active,1,02,455e331b-c1b0-4aca-981f-3e4bdb07c55f,bd-roomI-406,bin,roomII,null,node405,9,12,1,root
active,1,02,01b7b65a-7f27-42e8-b66a-98f1e8adafe8,bd-roomI-407,bin,roomII,null,node406,10,12,1,root
active,1,02,9328554b-3339-46e8-907a-88ed64cdb129,bd-roomI-408,bin,roomII,null,node407,11,12,1,root
active,1,02,731bc280-9f8c-4125-99be-84abe05f9f48,bd-roomI-409,bin,roomII,null,node408,12,12,1,root
active,1,02,63003974-e7b7-4ed1-841d-e4814a35288d,bd-roomI-410,bin,roomII,null,node409,13,12,1,root
active,1,02,6f038d3d-b4e8-4b1d-8e35-133fb6b3ffe9,bd-roomI-411,bin,roomII,null,node410,14,12,1,root
active,1,02,b2b20c33-2cf2-432b-ac86-06a15c493d09,bd-roomI-412,bin,roomII,null,node411,15,12,1,root
active,1,02,0ff71d9d-c76f-4c3b-99e2-df19e00171bf,bd-roomI-413,bin,roomII,null,node412,16,12,1,root
active,1,02,195ac582-d513-4307-b0fa-6af7fc0d8c57,bd-roomI-414,path,roomII,null,node413,17,12,1,root
active,1,02,48b44cdf-ea64-4a67-a5a1-1803349b74d8,bd-roomI-415,bin,roomII,null,node414,18,12,1,root
active,1,02,43444d87-ba17-4f97-b011-6a5dade2b71c,bd-roomI-416,bin,roomII,null,node415,19,12,1,root
active,1,02,66649ccb-5957-4daa-ab59-6feab33cf516,bd-roomI-417,bin,roomII,null,node416,20,12,1,root
active,1,02,eebfbe02-8afc-4e52-a14a-bd970af6a41c,bd-roomI-418,bin,roomII,null,node417,21,12,1,root
active,1,02,66179805-f633-49c0-9f70-2f249c79c03e,bd-roomI-419,bin,roomII,null,node418,22,12,1,root
active,1,02,4a6af95a-1168-423b-9eff-ee8f8e39a59e,bd-roomI-420,bin,roomII,null,node419,23,12,1,root
active,1,02,5d1e86b5-3d96-4f6d-b35b-1d503b850fbc,bd-roomI-421,bin,roomII,null,node420,24,12,1,root
active,1,02,79936f56-df24-4101-a123-519b6870f43a,bd-roomI-422,bin,roomII,null,node421,25,12,1,root
active,1,02,839b673d-ba29-4ddb-ab01-11bc6e70d6cc,bd-roomI-423,bin,roomII,null,node422,26,12,1,root
active,1,02,b90444f0-600f-4e73-9011-cb9a3eb81c83,bd-roomI-424,bin,roomII,null,node423,27,12,1,root
active,1,02,3c6936a8-b807-4e79-ae32-4cf8df5c43f0,bd-roomI-425,bin,roomII,null,node424,28,12,1,root
active,1,02,209fca65-0b5a-45aa-a0d5-f0d8c62821c8,bd-roomI-426,bin,roomII,null,node425,29,12,1,root
active,1,02,d00c5748-2a19-4e2e-abbf-263d227a8cf8,bd-roomI-427,bin,roomII,null,node426,30,12,1,root
active,1,02,71657fd2-158d-4603-a3fc-723de0ed26b9,bd-roomI-428,bin,roomII,null,node427,31,12,1,root
active,1,02,1e9dfa2d-b300-4361-95f6-fcd9e7944d5c,bd-roomI-429,path,roomII,null,node428,32,12,1,root
active,1,02,98798806-da60-4931-b7a7-dcc40c88a2ff,bd-roomI-430,path,roomII,null,node429,0,13,1,root
active,1,02,15f5481b-ddd0-4a01-9a04-75ce0f224de2,bd-roomI-431,path,roomII,null,node430,1,13,1,root
active,1,02,22471e4f-5d93-4ab9-a4a3-c57f63b5e5af,bd-roomI-432,path,roomII,null,node431,2,13,1,root
active,1,02,3a5b4d17-8113-4e30-93bc-04f1bb905a53,bd-roomI-433,path,roomII,null,node432,3,13,1,root
active,1,02,d46b7e00-a844-491d-85d2-699ab32185b3,bd-roomI-434,path,roomII,null,node433,4,13,1,root
active,1,02,55dbbbc6-b89b-4adf-9166-2e984304f0b9,bd-roomI-435,path,roomII,null,node434,5,13,1,root
active,1,02,dde31e00-ab86-457e-8686-1a5b78ff530f,bd-roomI-436,path,roomII,null,node435,6,13,1,root
active,1,02,99d4d9ea-291e-481a-9644-7fb9c98ced8c,bd-roomI-437,path,roomII,null,node436,7,13,1,root
active,1,02,f555931b-c6b8-4a68-85c5-74a1f21f6537,bd-roomI-438,path,roomII,null,node437,8,13,1,root
active,1,02,54241544-0c79-4efc-af65-111f8f0520ec,bd-roomI-439,path,roomII,null,node438,9,13,1,root
active,1,02,0be3d799-1ea8-40f8-b4e4-317854f8018b,bd-roomI-440,path,roomII,null,node439,10,13,1,root
active,1,02,ecec2ed4-0348-465f-9358-4125cb504717,bd-roomI-441,path,roomII,null,node440,11,13,1,root
active,1,02,f16e168d-578e-4ec7-8da1-058703f0c29b,bd-roomI-442,path,roomII,null,node441,12,13,1,root
active,1,02,51e77dc0-a0b3-422e-95b2-1448f10413ab,bd-roomI-443,path,roomII,null,node442,13,13,1,root
active,1,02,55fa4b16-bdc5-47ae-848c-9c482cfe0af0,bd-roomI-444,path,roomII,null,node443,14,13,1,root
active,1,02,2ca6b350-4647-42b4-ab4c-7ce12a094893,bd-roomI-445,path,roomII,null,node444,15,13,1,root
active,1,02,fe9481da-5ee2-43d8-b29f-7a6765e13836,bd-roomI-446,path,roomII,null,node445,16,13,1,root
active,1,02,76727557-928d-4cdb-9ee0-b46db41dff8d,bd-roomI-447,path,roomII,null,node446,17,13,1,root
active,1,02,baf45d1d-e46e-4fbc-b873-67a4faf4ff0a,bd-roomI-448,path,roomII,null,node447,18,13,1,root
active,1,02,eaa50209-7c72-46da-ba34-93b957c311c9,bd-roomI-449,path,roomII,null,node448,19,13,1,root
active,1,02,fea29242-b4e6-4769-a8d5-521cf3c56534,bd-roomI-450,path,roomII,null,node449,20,13,1,root
